company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,9941.5,9941.5,9941.5,9941.5,9941.5,9941.5,"{""form_processed"": 1}"
Advertima Vision,1,1,1828.1,1828.1,1828.1,1828.1,1828.1,1828.1,"{""form_processed"": 1}"
aity AG,2,2,8823.7,25918.6,4411.9,4411.9,6054.2,6054.2,"{""form_processed"": 2}"
Alohi,1,1,1847.3,1847.2,1847.3,1847.3,1847.3,1847.3,"{""form_processed"": 1}"
Ansam Group,2,2,6602.9,167685.4,3301.4,3301.4,4997.2,4997.2,"{""authentication_required"": 2}"
ANYbotics,1,1,48315.0,48315.0,48315.0,48315.0,48315.0,48315.0,"{""workflow_failed"": 1}"
Arina,1,1,48402.8,48402.8,48402.8,48402.8,48402.8,48402.8,"{""workflow_failed"": 1}"
AutoForm,2,2,10622.3,5764.9,5311.1,5311.1,5748.7,5748.7,"{""form_processed"": 2}"
Baker Hughes,1,1,216.0,216.0,216.0,216.0,216.0,216.0,"{""skipped_by_metadata"": 1}"
BCG,4,4,132159.2,45991.0,33039.8,40242.1,40266.0,40266.0,"{""no_application_form"": 1, ""workflow_failed"": 3}"
BKW,1,1,17309.5,17309.5,17309.5,17309.5,17309.5,17309.5,"{""form_processed"": 1}"
Brack,1,1,10505.5,10505.6,10505.5,10505.5,10505.5,10505.5,"{""form_processed"": 1}"
BS-Team,3,3,68133.8,115672.5,22711.3,16182.3,48281.0,48281.0,"{""form_processed"": 2, ""workflow_failed"": 1}"
Bundesverwaltung,4,4,96394.1,226168.6,24098.5,21632.8,48253.4,48253.4,"{""authentication_required"": 2, ""workflow_failed"": 2}"
Crypto Finance AG,2,2,56037.9,74539.6,28019.0,28019.0,48606.0,48606.0,"{""form_processed"": 1, ""workflow_failed"": 1}"
CSS,2,2,21775.2,48677.9,10887.6,10887.6,15681.9,15681.9,"{""form_processed"": 2}"
DeepJudge,1,1,6793.5,6793.5,6793.5,6793.5,6793.5,6793.5,"{""form_processed"": 1}"
Destinus,1,1,48316.4,48316.4,48316.4,48316.4,48316.4,48316.4,"{""workflow_failed"": 1}"
Digital Wave Finance AG,1,1,9951.8,9951.7,9951.8,9951.8,9951.8,9951.8,"{""form_processed"": 1}"
EPAM,1,1,12874.0,12874.1,12874.0,12874.0,12874.0,12874.0,"{""no_application_form"": 1}"
Eraneos,5,5,1085.0,47067.9,217.0,216.9,218.6,218.6,"{""skipped_by_metadata"": 5}"
Expleo,2,2,525.9,14082.8,262.9,262.9,320.2,320.2,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,2142.7,2142.6,2142.7,2142.7,2142.7,2142.7,"{""form_processed"": 1}"
finnova,2,2,16407.7,53222.2,8203.9,8203.9,9542.9,9542.9,"{""no_application_form"": 2}"
Harmattan AI,1,1,2232.8,2232.8,2232.8,2232.8,2232.8,2232.8,"{""form_processed"": 1}"
Hoshii AG,1,1,17481.2,17481.2,17481.2,17481.2,17481.2,17481.2,"{""no_application_form"": 1}"
Julius Bär,2,2,435.6,98920.0,217.8,217.8,218.7,218.7,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,1,6967.0,6967.1,6967.0,6967.0,6967.0,6967.0,"{""form_processed"": 1}"
Kanton Luzern,3,3,20323.9,23551.6,6774.6,7834.8,7960.4,7960.4,"{""form_processed"": 3}"
Meier Tobler,1,1,43927.2,43927.2,43927.2,43927.2,43927.2,43927.2,"{""workflow_failed"": 1}"
