company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,10949.3,10949.3,10949.3,10949.3,10949.3,10949.3,"{""form_processed"": 1}"
Advertima Vision,1,0,3634.1,3634.1,3634.1,3634.1,3634.1,3634.1,"{""workflow_failed"": 1}"
aity AG,2,0,4262.6,4270.4,2131.3,2131.3,4220.4,4220.4,"{""workflow_failed"": 2}"
Alohi,1,1,2145.5,2145.4,2145.5,2145.5,2145.5,2145.5,"{""form_processed"": 1}"
Ansam Group,2,1,2617.7,124556.3,1308.8,1308.8,2567.6,2567.6,"{""authentication_required"": 1, ""workflow_failed"": 1}"
ANYbotics,1,0,85669.3,85669.3,85669.3,85669.3,85669.3,85669.3,"{""workflow_failed"": 1}"
Arina,1,1,7945.5,7945.4,7945.5,7945.5,7945.5,7945.5,"{""no_application_form"": 1}"
AutoForm,2,2,10929.8,5496.4,5464.9,5464.9,5496.2,5496.2,"{""form_processed"": 2}"
Baker Hughes,1,1,216.5,216.5,216.5,216.5,216.5,216.5,"{""skipped_by_metadata"": 1}"
BCG,4,4,186644.3,57427.1,46661.1,43211.4,57082.3,57082.3,"{""workflow_failed"": 4}"
BKW,1,0,11041.8,11041.8,11041.8,11041.8,11041.8,11041.8,"{""workflow_failed"": 1}"
Brack,1,1,6222.6,6222.6,6222.6,6222.6,6222.6,6222.6,"{""form_processed"": 1}"
BS-Team,3,3,19647.3,31782.5,6549.1,4069.6,11510.3,11510.3,"{""form_processed"": 3}"
Bundesverwaltung,4,3,26616.5,130470.9,6654.1,6073.8,14426.1,14426.1,"{""authentication_required"": 3, ""workflow_failed"": 1}"
Crypto Finance AG,2,2,11720.9,15676.3,5860.5,5860.5,6107.8,6107.8,"{""form_processed"": 2}"
CSS,2,2,17758.9,24041.7,8879.5,8879.5,9783.1,9783.1,"{""form_processed"": 2}"
DeepJudge,1,1,2220.0,2220.0,2220.0,2220.0,2220.0,2220.0,"{""form_processed"": 1}"
Destinus,1,1,7593.9,7594.0,7593.9,7593.9,7593.9,7593.9,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,5114.9,5114.9,5114.9,5114.9,5114.9,5114.9,"{""form_processed"": 1}"
EPAM,1,1,10384.1,10384.1,10384.1,10384.1,10384.1,10384.1,"{""form_processed"": 1}"
Eraneos,5,5,1055.5,15352.0,211.1,212.3,218.8,218.8,"{""skipped_by_metadata"": 5}"
Expleo,2,2,636.7,638.6,318.4,318.4,420.5,420.5,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,9899.1,9899.0,9899.1,9899.1,9899.1,9899.1,"{""form_processed"": 1}"
finnova,2,1,61414.5,65053.7,30707.2,30707.2,61371.3,61371.3,"{""workflow_failed"": 2}"
Harmattan AI,1,1,2948.1,2948.1,2948.1,2948.1,2948.1,2948.1,"{""form_processed"": 1}"
Hoshii AG,1,1,9231.1,9231.1,9231.1,9231.1,9231.1,9231.1,"{""no_application_form"": 1}"
Julius Bär,2,2,701.8,39301.1,350.9,350.9,484.1,484.1,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,0,43.6,43.6,43.6,43.6,43.6,43.6,"{""workflow_failed"": 1}"
Kanton Luzern,3,3,16147.9,12112.5,5382.6,6841.7,6979.6,6979.6,"{""form_processed"": 3}"
Meier Tobler,1,1,69058.0,69058.0,69058.0,69058.0,69058.0,69058.0,"{""workflow_failed"": 1}"
Mettler Toledo,1,0,43.7,43.6,43.7,43.7,43.7,43.7,"{""workflow_failed"": 1}"
Microservice Solutions,1,0,75468.6,75468.5,75468.6,75468.6,75468.6,75468.6,"{""workflow_failed"": 1}"
Microsoft,1,1,11896.9,11896.9,11896.9,11896.9,11896.9,11896.9,"{""no_application_form"": 1}"
Mimic,2,2,36809.4,80953.9,18404.7,18404.7,30359.0,30359.0,"{""form_processed"": 2}"
Monolithic Power Systems,1,1,217.9,217.9,217.9,217.9,217.9,217.9,"{""skipped_by_metadata"": 1}"
MSC Cruises,2,2,86680.2,48103.3,43340.1,43340.1,44237.8,44237.8,"{""workflow_failed"": 2}"
NVIDIA,1,1,13483.9,13483.9,13483.9,13483.9,13483.9,13483.9,"{""no_application_form"": 1}"
NZZ,1,1,7081.5,7081.6,7081.5,7081.5,7081.5,7081.5,"{""form_processed"": 1}"
ONLU AG,1,1,1614.2,1614.2,1614.2,1614.2,1614.2,1614.2,"{""form_processed"": 1}"
Pax,1,1,6163.8,6163.8,6163.8,6163.8,6163.8,6163.8,"{""form_processed"": 1}"
Richemont,1,1,2154.8,2154.8,2154.8,2154.8,2154.8,2154.8,"{""no_application_form"": 1}"
Rivia,1,1,5580.0,5580.0,5580.0,5580.0,5580.0,5580.0,"{""form_processed"": 1}"
Roche,1,1,418.9,418.9,418.9,418.9,418.9,418.9,"{""skipped_by_metadata"": 1}"
RUAG,5,5,54775.2,39604.2,10955.0,12592.7,16295.8,16295.8,"{""form_processed"": 5}"
Salesforce,7,7,1472.4,24495.3,210.3,210.1,217.7,217.7,"{""skipped_by_metadata"": 7}"
SonarSource,2,2,8117.3,13897.0,4058.7,4058.7,4293.6,4293.6,"{""form_processed"": 2}"
Thomson Reuters,1,1,200.4,200.4,200.4,200.4,200.4,200.4,"{""skipped_by_metadata"": 1}"
ti&m,8,5,343999.8,108522.5,43000.0,53861.6,59345.9,59345.9,"{""no_application_form"": 2, ""workflow_failed"": 6}"
Universitätsspital Zürich,1,0,42.3,42.3,42.3,42.3,42.3,42.3,"{""workflow_failed"": 1}"
Vaudoise,2,2,11036.8,15719.9,5518.4,5518.4,7226.8,7226.8,"{""form_processed"": 2}"
vlot,1,1,10551.5,10551.5,10551.5,10551.5,10551.5,10551.5,"{""no_application_form"": 1}"
Wavestone,2,2,17072.1,16980.8,8536.0,8536.0,9128.4,9128.4,"{""form_processed"": 2}"
Zürcher Kantonalbank,4,2,15771.4,109700.0,3942.8,3935.6,4373.1,4373.1,"{""form_processed"": 2, ""workflow_failed"": 2}"
