company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,7927.5,7927.5,7927.5,7927.5,7927.5,7927.5,"{""form_processed"": 1}"
Advertima Vision,1,1,2925.9,2925.9,2925.9,2925.9,2925.9,2925.9,"{""form_processed"": 1}"
aity AG,2,2,18851.0,14630.6,9425.5,9425.5,13184.9,13184.9,"{""form_processed"": 2}"
Alohi,1,1,423.6,423.6,423.6,423.6,423.6,423.6,"{""navigation_failed"": 1}"
Ansam Group,2,2,8450.1,62776.4,4225.1,4225.1,4377.1,4377.1,"{""authentication_required"": 2}"
ANYbotics,1,1,3084.7,3084.7,3084.7,3084.7,3084.7,3084.7,"{""form_processed"": 1}"
Arina,1,1,9486.4,9486.4,9486.4,9486.4,9486.4,9486.4,"{""no_application_form"": 1}"
AutoForm,2,2,9439.7,4938.0,4719.9,4719.9,4937.8,4937.8,"{""form_processed"": 2}"
Baker Hughes,1,1,217.9,217.9,217.9,217.9,217.9,217.9,"{""skipped_by_metadata"": 1}"
BCG,4,4,45240.0,12201.1,11310.0,11152.7,11938.6,11938.6,"{""no_application_form"": 4}"
BKW,1,1,23988.4,23988.3,23988.4,23988.4,23988.4,23988.4,"{""form_processed"": 1}"
Brack,1,1,7238.1,7238.1,7238.1,7238.1,7238.1,7238.1,"{""form_processed"": 1}"
BS-Team,3,3,20134.7,33047.7,6711.6,4121.9,13015.7,13015.7,"{""form_processed"": 3}"
Bundesverwaltung,4,4,49639.4,75561.4,12409.9,9560.6,25504.2,25504.2,"{""authentication_required"": 3, ""workflow_failed"": 1}"
Crypto Finance AG,2,2,10732.4,16499.1,5366.2,5366.2,5459.7,5459.7,"{""form_processed"": 2}"
CSS,2,2,21200.1,30972.0,10600.0,10600.0,14163.4,14163.4,"{""form_processed"": 2}"
DeepJudge,1,1,7449.1,7449.1,7449.1,7449.1,7449.1,7449.1,"{""form_processed"": 1}"
Destinus,1,1,7470.9,7470.9,7470.9,7470.9,7470.9,7470.9,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,7096.1,7096.2,7096.1,7096.1,7096.1,7096.1,"{""form_processed"": 1}"
EPAM,1,1,9769.3,9769.3,9769.3,9769.3,9769.3,9769.3,"{""no_application_form"": 1}"
Eraneos,5,5,1085.0,13075.3,217.0,216.9,219.4,219.4,"{""skipped_by_metadata"": 5}"
Expleo,2,2,615.2,617.5,307.6,307.6,414.2,414.2,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,3012.9,3012.9,3012.9,3012.9,3012.9,3012.9,"{""form_processed"": 1}"
finnova,2,2,25878.9,28301.2,12939.5,12939.5,13325.4,13325.4,"{""form_processed"": 1, ""no_application_form"": 1}"
Harmattan AI,1,1,2183.1,2183.1,2183.1,2183.1,2183.1,2183.1,"{""form_processed"": 1}"
