company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,48339.0,48339.0,48339.0,48339.0,48339.0,48339.0,"{""workflow_failed"": 1}"
Advertima Vision,1,1,2300.6,2300.5,2300.6,2300.6,2300.6,2300.6,"{""form_processed"": 1}"
aity AG,2,2,53741.1,48609.4,26870.5,26870.5,48609.4,48609.4,"{""form_processed"": 1, ""workflow_failed"": 1}"
Alohi,1,1,1983.1,1983.1,1983.1,1983.1,1983.1,1983.1,"{""form_processed"": 1}"
Ansam Group,2,2,31392.9,88642.7,15696.4,15696.4,29031.3,29031.3,"{""authentication_required"": 1, ""workflow_failed"": 1}"
ANYbotics,1,1,48322.8,48322.8,48322.8,48322.8,48322.8,48322.8,"{""workflow_failed"": 1}"
Arina,1,1,7368.5,7368.5,7368.5,7368.5,7368.5,7368.5,"{""no_application_form"": 1}"
AutoForm,2,2,8099.9,4127.7,4049.9,4049.9,4127.7,4127.7,"{""form_processed"": 2}"
Baker Hughes,1,1,202.1,202.1,202.1,202.1,202.1,202.1,"{""skipped_by_metadata"": 1}"
BCG,4,4,128646.6,47261.1,32161.6,30687.2,47261.1,47261.1,"{""workflow_failed"": 4}"
BKW,1,1,12065.2,12065.3,12065.2,12065.2,12065.2,12065.2,"{""form_processed"": 1}"
Brack,1,1,6924.0,6924.0,6924.0,6924.0,6924.0,6924.0,"{""form_processed"": 1}"
BS-Team,3,3,15687.2,32272.7,5229.1,3605.0,8824.3,8824.3,"{""form_processed"": 3}"
Bundesverwaltung,4,4,73424.9,116744.9,18356.2,10478.5,48289.2,48289.2,"{""authentication_required"": 3, ""workflow_failed"": 1}"
Crypto Finance AG,2,2,16316.7,17564.9,8158.4,8158.4,10618.6,10618.6,"{""form_processed"": 2}"
CSS,2,2,16010.1,21677.1,8005.1,8005.1,9532.6,9532.6,"{""form_processed"": 2}"
DeepJudge,1,1,2536.0,2536.0,2536.0,2536.0,2536.0,2536.0,"{""form_processed"": 1}"
Destinus,1,1,5832.8,5832.7,5832.8,5832.8,5832.8,5832.8,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,10051.5,10051.5,10051.5,10051.5,10051.5,10051.5,"{""form_processed"": 1}"
EPAM,1,1,8190.6,8190.6,8190.6,8190.6,8190.6,8190.6,"{""form_processed"": 1}"
Eraneos,5,5,1041.3,18392.8,208.3,203.2,218.8,218.8,"{""skipped_by_metadata"": 5}"
Expleo,2,2,710.2,712.5,355.1,355.1,493.9,493.9,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,2666.1,2666.1,2666.1,2666.1,2666.1,2666.1,"{""form_processed"": 1}"
finnova,2,2,16069.0,28568.1,8034.5,8034.5,8535.5,8535.5,"{""no_application_form"": 2}"
Harmattan AI,1,1,1872.7,1872.8,1872.7,1872.7,1872.7,1872.7,"{""form_processed"": 1}"
Hoshii AG,1,1,7521.2,7521.2,7521.2,7521.2,7521.2,7521.2,"{""no_application_form"": 1}"
Julius Bär,2,2,419.4,35036.6,209.7,209.7,219.1,219.1,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,1,4274.6,4274.6,4274.6,4274.6,4274.6,4274.6,"{""form_processed"": 1}"
Kanton Luzern,3,3,15069.0,11789.1,5023.0,6375.8,6438.8,6438.8,"{""form_processed"": 3}"
Meier Tobler,1,1,10688.0,10688.0,10688.0,10688.0,10688.0,10688.0,"{""no_application_form"": 1}"
Mettler Toledo,1,1,14647.2,14647.2,14647.2,14647.2,14647.2,14647.2,"{""no_application_form"": 1}"
Microservice Solutions,1,1,8751.4,8751.4,8751.4,8751.4,8751.4,8751.4,"{""no_application_form"": 1}"
Microsoft,1,1,10788.5,10788.5,10788.5,10788.5,10788.5,10788.5,"{""no_application_form"": 1}"
Mimic,2,2,16099.9,48353.6,8049.9,8049.9,8448.4,8448.4,"{""form_processed"": 2}"
Monolithic Power Systems,1,1,218.8,218.8,218.8,218.8,218.8,218.8,"{""skipped_by_metadata"": 1}"
MSC Cruises,2,2,101234.4,64691.5,50617.2,50617.2,64691.5,64691.5,"{""workflow_failed"": 2}"
NVIDIA,1,1,12928.1,12928.1,12928.1,12928.1,12928.1,12928.1,"{""no_application_form"": 1}"
NZZ,1,1,6818.3,6818.3,6818.3,6818.3,6818.3,6818.3,"{""form_processed"": 1}"
ONLU AG,1,1,3104.0,3104.1,3104.0,3104.0,3104.0,3104.0,"{""form_processed"": 1}"
Pax,1,1,7932.9,7932.9,7932.9,7932.9,7932.9,7932.9,"{""form_processed"": 1}"
Richemont,1,1,2359.7,2359.7,2359.7,2359.7,2359.7,2359.7,"{""no_application_form"": 1}"
Rivia,1,1,5062.0,5062.1,5062.0,5062.0,5062.0,5062.0,"{""form_processed"": 1}"
Roche,1,1,492.3,492.3,492.3,492.3,492.3,492.3,"{""skipped_by_metadata"": 1}"
RUAG,5,5,47225.3,39129.4,9445.1,11523.1,13920.6,13920.6,"{""form_processed"": 5}"
Salesforce,7,7,1494.0,21477.0,213.4,216.4,218.6,218.6,"{""skipped_by_metadata"": 7}"
SonarSource,2,2,7271.4,11964.2,3635.7,3635.7,3858.3,3858.3,"{""form_processed"": 2}"
Thomson Reuters,1,1,216.3,216.3,216.3,216.3,216.3,216.3,"{""skipped_by_metadata"": 1}"
ti&m,8,8,48815.1,45272.4,6101.9,5360.9,10962.1,10962.1,"{""form_processed"": 1, ""no_application_form"": 7}"
Universitätsspital Zürich,1,1,6237.7,6237.7,6237.7,6237.7,6237.7,6237.7,"{""generic_form"": 1}"
Vaudoise,2,2,10967.8,14778.5,5483.9,5483.9,7421.1,7421.1,"{""form_processed"": 2}"
