company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,11766.3,11766.3,11766.3,11766.3,11766.3,11766.3,"{""form_processed"": 1}"
Advertima Vision,1,1,1985.5,1985.5,1985.5,1985.5,1985.5,1985.5,"{""form_processed"": 1}"
aity AG,2,2,54839.6,48277.2,27419.8,27419.8,48277.2,48277.2,"{""form_processed"": 1, ""workflow_failed"": 1}"
Alohi,1,1,28701.1,28701.1,28701.1,28701.1,28701.1,28701.1,"{""form_processed"": 1}"
Ansam Group,2,2,50745.4,163719.3,25372.7,25372.7,48277.2,48277.2,"{""authentication_required"": 1, ""workflow_failed"": 1}"
ANYbotics,1,1,6440.7,6440.8,6440.7,6440.7,6440.7,6440.7,"{""form_processed"": 1}"
Arina,1,1,44358.2,44358.2,44358.2,44358.2,44358.2,44358.2,"{""no_application_form"": 1}"
AutoForm,2,2,9440.7,5085.3,4720.4,4720.4,5069.4,5069.4,"{""form_processed"": 2}"
Baker Hughes,1,1,218.3,218.3,218.3,218.3,218.3,218.3,"{""skipped_by_metadata"": 1}"
BCG,4,4,181923.6,45666.6,45480.9,45472.2,45545.3,45545.3,"{""workflow_failed"": 4}"
BKW,1,1,10043.5,10043.5,10043.5,10043.5,10043.5,10043.5,"{""form_processed"": 1}"
Brack,1,1,7849.6,7849.6,7849.6,7849.6,7849.6,7849.6,"{""form_processed"": 1}"
BS-Team,3,3,110575.8,109446.4,36858.6,49118.1,50315.4,50315.4,"{""form_processed"": 1, ""workflow_failed"": 2}"
Bundesverwaltung,4,4,36256.0,128290.8,9064.0,6891.9,17520.4,17520.4,"{""authentication_required"": 4}"
Crypto Finance AG,2,2,76907.3,81312.9,38453.7,38453.7,71211.3,71211.3,"{""form_processed"": 2}"
CSS,2,2,20543.1,25023.4,10271.5,10271.5,13443.5,13443.5,"{""form_processed"": 2}"
DeepJudge,1,1,3601.1,3601.1,3601.1,3601.1,3601.1,3601.1,"{""form_processed"": 1}"
Destinus,1,1,49153.0,49153.1,49153.0,49153.0,49153.0,49153.0,"{""workflow_failed"": 1}"
Digital Wave Finance AG,1,1,7280.5,7280.5,7280.5,7280.5,7280.5,7280.5,"{""form_processed"": 1}"
EPAM,1,1,7386.1,7386.1,7386.1,7386.1,7386.1,7386.1,"{""form_processed"": 1}"
Eraneos,5,5,6239.6,50795.9,1247.9,226.4,2866.1,2866.1,"{""skipped_by_metadata"": 5}"
Expleo,2,2,1421.1,1422.9,710.5,710.5,1221.3,1221.3,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,4409.6,4409.6,4409.6,4409.6,4409.6,4409.6,"{""form_processed"": 1}"
finnova,2,2,12260.5,18385.0,6130.2,6130.2,6427.8,6427.8,"{""form_processed"": 2}"
Harmattan AI,1,1,2358.6,2358.7,2358.6,2358.6,2358.6,2358.6,"{""form_processed"": 1}"
Hoshii AG,1,1,7811.2,7811.2,7811.2,7811.2,7811.2,7811.2,"{""no_application_form"": 1}"
Julius Bär,2,2,427.8,95875.9,213.9,213.9,215.4,215.4,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,1,6367.8,6367.8,6367.8,6367.8,6367.8,6367.8,"{""form_processed"": 1}"
Kanton Luzern,3,3,18549.2,13506.4,6183.1,7713.3,7729.6,7729.6,"{""form_processed"": 3}"
Meier Tobler,1,1,11746.1,11746.0,11746.1,11746.1,11746.1,11746.1,"{""no_application_form"": 1}"
Mettler Toledo,1,1,48262.5,48262.5,48262.5,48262.5,48262.5,48262.5,"{""workflow_failed"": 1}"
Microservice Solutions,1,1,13015.6,13015.6,13015.6,13015.6,13015.6,13015.6,"{""no_application_form"": 1}"
Microsoft,1,1,10193.3,10193.3,10193.3,10193.3,10193.3,10193.3,"{""no_application_form"": 1}"
Mimic,2,2,13478.2,107504.4,6739.1,6739.1,8744.9,8744.9,"{""form_processed"": 2}"
Monolithic Power Systems,1,1,2861.8,2861.8,2861.8,2861.8,2861.8,2861.8,"{""skipped_by_metadata"": 1}"
MSC Cruises,2,2,89761.9,49450.1,44880.9,44880.9,45075.1,45075.1,"{""workflow_failed"": 2}"
NVIDIA,1,1,18447.0,18447.1,18447.0,18447.0,18447.0,18447.0,"{""no_application_form"": 1}"
NZZ,1,1,8463.9,8463.9,8463.9,8463.9,8463.9,8463.9,"{""form_processed"": 1}"
ONLU AG,1,1,4716.7,4716.7,4716.7,4716.7,4716.7,4716.7,"{""form_processed"": 1}"
Pax,1,1,15776.9,15776.9,15776.9,15776.9,15776.9,15776.9,"{""form_processed"": 1}"
Richemont,1,1,50316.9,50316.9,50316.9,50316.9,50316.9,50316.9,"{""workflow_failed"": 1}"
Rivia,1,1,5521.7,5521.7,5521.7,5521.7,5521.7,5521.7,"{""form_processed"": 1}"
Roche,1,1,1219.3,1219.2,1219.3,1219.3,1219.3,1219.3,"{""skipped_by_metadata"": 1}"
RUAG,5,5,161834.5,104039.4,32366.9,13704.7,67953.2,67953.2,"{""form_processed"": 4, ""workflow_failed"": 1}"
Salesforce,7,7,1490.1,24015.0,212.9,215.3,219.1,219.1,"{""skipped_by_metadata"": 7}"
SonarSource,2,2,8060.6,14759.0,4030.3,4030.3,4814.9,4814.9,"{""form_processed"": 2}"
Thomson Reuters,1,1,218.7,218.6,218.7,218.7,218.7,218.7,"{""skipped_by_metadata"": 1}"
ti&m,8,8,107940.8,100321.9,13492.6,5927.1,64992.9,64992.9,"{""form_processed"": 8}"
Universitätsspital Zürich,1,1,6337.2,6337.1,6337.2,6337.2,6337.2,6337.2,"{""generic_form"": 1}"
Vaudoise,2,2,11518.1,16323.9,5759.1,5759.1,7478.5,7478.5,"{""form_processed"": 2}"
vlot,1,1,11036.1,11036.1,11036.1,11036.1,11036.1,11036.1,"{""no_application_form"": 1}"
Wavestone,2,2,15309.3,13847.6,7654.7,7654.7,9219.7,9219.7,"{""form_processed"": 2}"
Zürcher Kantonalbank,4,4,68680.8,148216.6,17170.2,7659.7,48276.4,48276.4,"{""form_processed"": 3, ""workflow_failed"": 1}"
