company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,15733.2,15733.2,15733.2,15733.2,15733.2,15733.2,"{""form_processed"": 1}"
Advertima Vision,1,1,1875.9,1876.0,1875.9,1875.9,1875.9,1875.9,"{""form_processed"": 1}"
aity AG,2,2,8894.9,19784.0,4447.4,4447.4,5974.3,5974.3,"{""form_processed"": 2}"
Alohi,1,1,2043.3,2043.3,2043.3,2043.3,2043.3,2043.3,"{""form_processed"": 1}"
Ansam Group,2,2,8694.1,83405.9,4347.1,4347.1,6351.2,6351.2,"{""authentication_required"": 2}"
ANYbotics,1,1,15448.0,15448.0,15448.0,15448.0,15448.0,15448.0,"{""form_processed"": 1}"
Arina,1,1,9436.9,9436.9,9436.9,9436.9,9436.9,9436.9,"{""no_application_form"": 1}"
AutoForm,2,2,9124.8,5150.5,4562.4,4562.4,5150.5,5150.5,"{""form_processed"": 2}"
Baker Hughes,1,1,218.0,218.0,218.0,218.0,218.0,218.0,"{""skipped_by_metadata"": 1}"
BCG,4,4,166148.4,42282.2,41537.1,41543.8,41609.0,41609.0,"{""workflow_failed"": 4}"
BKW,1,1,8674.0,8674.0,8674.0,8674.0,8674.0,8674.0,"{""form_processed"": 1}"
Brack,1,1,8853.5,8853.4,8853.5,8853.5,8853.5,8853.5,"{""form_processed"": 1}"
BS-Team,3,3,24034.1,35026.2,8011.4,3824.7,16444.5,16444.5,"{""form_processed"": 3}"
Bundesverwaltung,4,4,47472.2,104668.9,11868.0,10185.8,21773.8,21773.8,"{""authentication_required"": 4}"
Crypto Finance AG,2,2,14653.6,19582.6,7326.8,7326.8,7420.9,7420.9,"{""form_processed"": 1, ""no_application_form"": 1}"
CSS,2,2,24986.0,29187.7,12493.0,12493.0,15137.7,15137.7,"{""form_processed"": 2}"
DeepJudge,1,1,4428.2,4428.2,4428.2,4428.2,4428.2,4428.2,"{""form_processed"": 1}"
Destinus,1,1,7666.6,7666.6,7666.6,7666.6,7666.6,7666.6,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,6906.4,6906.4,6906.4,6906.4,6906.4,6906.4,"{""form_processed"": 1}"
EPAM,1,1,5958.2,5958.2,5958.2,5958.2,5958.2,5958.2,"{""no_application_form"": 1}"
Eraneos,5,5,1044.9,17941.7,209.0,204.3,219.6,219.6,"{""skipped_by_metadata"": 5}"
Expleo,2,2,612.7,614.6,306.4,306.4,411.2,411.2,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,12312.3,12312.3,12312.3,12312.3,12312.3,12312.3,"{""form_processed"": 1}"
finnova,2,2,26456.9,34316.8,13228.5,13228.5,15356.2,15356.2,"{""form_processed"": 1, ""no_application_form"": 1}"
Harmattan AI,1,1,1721.7,1721.7,1721.7,1721.7,1721.7,1721.7,"{""form_processed"": 1}"
Hoshii AG,1,1,12646.2,12646.2,12646.2,12646.2,12646.2,12646.2,"{""no_application_form"": 1}"
Julius Bär,2,2,419.7,52515.8,209.9,209.9,216.4,216.4,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,1,14322.9,14322.9,14322.9,14322.9,14322.9,14322.9,"{""form_processed"": 1}"
Kanton Luzern,3,3,19008.0,16754.2,6336.0,8029.8,8607.7,8607.7,"{""form_processed"": 3}"
Meier Tobler,1,1,19066.9,19066.9,19066.9,19066.9,19066.9,19066.9,"{""no_application_form"": 1}"
Mettler Toledo,1,1,18467.4,18467.5,18467.4,18467.4,18467.4,18467.4,"{""no_application_form"": 1}"
Microservice Solutions,1,1,19099.3,19099.4,19099.3,19099.3,19099.3,19099.3,"{""no_application_form"": 1}"
Microsoft,1,1,15838.0,15838.0,15838.0,15838.0,15838.0,15838.0,"{""no_application_form"": 1}"
Mimic,2,2,19348.5,67793.2,9674.2,9674.2,15646.8,15646.8,"{""form_processed"": 2}"
Monolithic Power Systems,1,1,215.2,215.2,215.2,215.2,215.2,215.2,"{""skipped_by_metadata"": 1}"
MSC Cruises,2,2,108659.7,66194.6,54329.9,54329.9,66194.6,66194.6,"{""workflow_failed"": 2}"
NVIDIA,1,1,24853.1,24853.2,24853.1,24853.1,24853.1,24853.1,"{""no_application_form"": 1}"
NZZ,1,1,8034.6,8034.6,8034.6,8034.6,8034.6,8034.6,"{""form_processed"": 1}"
ONLU AG,1,1,12467.2,12467.3,12467.2,12467.2,12467.2,12467.2,"{""form_processed"": 1}"
Pax,1,1,6512.7,6512.7,6512.7,6512.7,6512.7,6512.7,"{""form_processed"": 1}"
Richemont,1,1,1629.6,1629.6,1629.6,1629.6,1629.6,1629.6,"{""no_application_form"": 1}"
Rivia,1,1,4567.2,4567.3,4567.2,4567.2,4567.2,4567.2,"{""form_processed"": 1}"
Roche,1,1,409.8,409.9,409.8,409.8,409.8,409.8,"{""skipped_by_metadata"": 1}"
RUAG,5,5,60438.6,46428.7,12087.7,15452.0,16800.0,16800.0,"{""form_processed"": 5}"
Salesforce,7,7,1485.9,29227.0,212.3,216.2,218.7,218.7,"{""skipped_by_metadata"": 7}"
SonarSource,2,2,7586.7,15066.0,3793.3,3793.3,4166.7,4166.7,"{""form_processed"": 2}"
Thomson Reuters,1,1,203.9,203.9,203.9,203.9,203.9,203.9,"{""skipped_by_metadata"": 1}"
ti&m,8,3,241886.9,86704.0,30235.9,40494.7,43336.9,43336.9,"{""form_processed"": 1, ""no_application_form"": 2, ""workflow_failed"": 5}"
Universitätsspital Zürich,1,0,19442.3,19442.3,19442.3,19442.3,19442.3,19442.3,"{""workflow_failed"": 1}"
Vaudoise,2,2,13373.6,18562.9,6686.8,6686.8,9852.8,9852.8,"{""form_processed"": 2}"
vlot,1,1,3690.0,3689.9,3690.0,3690.0,3690.0,3690.0,"{""no_application_form"": 1}"
Wavestone,2,2,15420.6,19133.0,7710.3,7710.3,8764.4,8764.4,"{""form_processed"": 2}"
