company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,6079.8,6079.7,6079.8,6079.8,6079.8,6079.8,"{""form_processed"": 1}"
Advertima Vision,1,1,18557.4,18557.4,18557.4,18557.4,18557.4,18557.4,"{""form_processed"": 1}"
aity AG,2,2,27361.3,41450.3,13680.6,13680.6,22742.1,22742.1,"{""form_processed"": 2}"
Alohi,1,1,2130.0,2130.0,2130.0,2130.0,2130.0,2130.0,"{""form_processed"": 1}"
Ansam Group,2,2,19807.1,96937.9,9903.5,9903.5,13201.1,13201.1,"{""authentication_required"": 2}"
ANYbotics,1,1,6463.1,6463.1,6463.1,6463.1,6463.1,6463.1,"{""form_processed"": 1}"
Arina,1,1,7629.4,7629.4,7629.4,7629.4,7629.4,7629.4,"{""no_application_form"": 1}"
AutoForm,2,2,7567.2,3799.4,3783.6,3783.6,3799.4,3799.4,"{""form_processed"": 2}"
Baker Hughes,1,1,61.3,61.3,61.3,61.3,61.3,61.3,"{""skipped_by_metadata"": 1}"
BCG,4,4,163544.8,42073.7,40886.2,40895.4,40956.1,40956.1,"{""workflow_failed"": 4}"
BKW,1,1,26247.6,26247.5,26247.6,26247.6,26247.6,26247.6,"{""form_processed"": 1}"
Brack,1,1,7761.6,7761.7,7761.6,7761.6,7761.6,7761.6,"{""form_processed"": 1}"
BS-Team,3,3,17063.5,35113.3,5687.8,3639.8,9837.2,9837.2,"{""form_processed"": 3}"
Bundesverwaltung,4,4,50725.6,119335.1,12681.4,9804.0,27081.4,27081.4,"{""authentication_required"": 4}"
Crypto Finance AG,2,2,14153.8,14155.6,7076.9,7076.9,9024.8,9024.8,"{""form_processed"": 2}"
CSS,2,2,26317.4,32935.0,13158.7,13158.7,20908.2,20908.2,"{""form_processed"": 2}"
DeepJudge,1,1,3082.6,3082.6,3082.6,3082.6,3082.6,3082.6,"{""form_processed"": 1}"
Destinus,1,1,9919.6,9919.6,9919.6,9919.6,9919.6,9919.6,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,5243.6,5243.6,5243.6,5243.6,5243.6,5243.6,"{""form_processed"": 1}"
EPAM,1,1,10771.9,10771.9,10771.9,10771.9,10771.9,10771.9,"{""form_processed"": 1}"
Eraneos,5,5,304.4,19699.7,60.9,60.7,62.3,62.3,"{""skipped_by_metadata"": 5}"
Expleo,2,2,317.9,318.7,158.9,158.9,255.7,255.7,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,2690.1,2690.1,2690.1,2690.1,2690.1,2690.1,"{""form_processed"": 1}"
finnova,2,2,30288.2,55289.8,15144.1,15144.1,17168.9,17168.9,"{""form_processed"": 1, ""no_application_form"": 1}"
Harmattan AI,1,1,2402.9,2402.9,2402.9,2402.9,2402.9,2402.9,"{""form_processed"": 1}"
Hoshii AG,1,1,9359.5,9359.5,9359.5,9359.5,9359.5,9359.5,"{""no_application_form"": 1}"
Julius Bär,2,2,121.3,41816.7,60.7,60.7,61.7,61.7,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,1,14085.8,14085.8,14085.8,14085.8,14085.8,14085.8,"{""form_processed"": 1}"
Kanton Luzern,3,3,22385.9,20614.2,7462.0,9937.9,9938.3,9938.3,"{""form_processed"": 3}"
