company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,7728.4,7728.4,7728.4,7728.4,7728.4,7728.4,"{""form_processed"": 1}"
Advertima Vision,1,1,3319.4,3319.4,3319.4,3319.4,3319.4,3319.4,"{""form_processed"": 1}"
aity AG,2,2,17783.3,11432.1,8891.6,8891.6,11432.1,11432.1,"{""form_processed"": 2}"
Alohi,1,1,2523.1,2523.1,2523.1,2523.1,2523.1,2523.1,"{""form_processed"": 1}"
Ansam Group,2,2,15837.1,93060.7,7918.5,7918.5,13531.8,13531.8,"{""authentication_required"": 2}"
ANYbotics,1,1,5308.5,5308.5,5308.5,5308.5,5308.5,5308.5,"{""form_processed"": 1}"
Arina,1,1,9547.3,9547.3,9547.3,9547.3,9547.3,9547.3,"{""no_application_form"": 1}"
AutoForm,2,2,17154.2,10428.5,8577.1,8577.1,10428.5,10428.5,"{""form_processed"": 2}"
Baker Hughes,1,1,59.4,59.4,59.4,59.4,59.4,59.4,"{""skipped_by_metadata"": 1}"
BCG,4,4,100706.3,28267.4,25176.6,25175.8,25181.3,25181.3,"{""workflow_failed"": 4}"
BKW,1,1,24282.9,24282.9,24282.9,24282.9,24282.9,24282.9,"{""form_processed"": 1}"
Brack,1,1,29062.1,29062.2,29062.1,29062.1,29062.1,29062.1,"{""form_processed"": 1}"
BS-Team,3,3,35101.7,56486.8,11700.6,6180.8,25091.3,25091.3,"{""form_processed"": 2, ""workflow_failed"": 1}"
Bundesverwaltung,4,4,62304.1,109574.5,15576.0,15134.5,25903.0,25903.0,"{""authentication_required"": 3, ""workflow_failed"": 1}"
Crypto Finance AG,2,2,21806.7,34427.6,10903.3,10903.3,16332.8,16332.8,"{""form_processed"": 2}"
CSS,2,2,37781.8,46611.7,18890.9,18890.9,25817.8,25817.8,"{""form_processed"": 2}"
DeepJudge,1,1,6905.8,6905.8,6905.8,6905.8,6905.8,6905.8,"{""form_processed"": 1}"
Destinus,1,1,6410.3,6410.3,6410.3,6410.3,6410.3,6410.3,"{""form_processed"": 1}"
