company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,12005.6,12005.6,12005.6,12005.6,12005.6,12005.6,"{""form_processed"": 1}"
Advertima Vision,1,1,3109.5,3109.5,3109.5,3109.5,3109.5,3109.5,"{""form_processed"": 1}"
aity AG,2,2,14823.0,14824.4,7411.5,7411.5,10434.3,10434.3,"{""form_processed"": 2}"
Alohi,1,1,4283.0,4283.0,4283.0,4283.0,4283.0,4283.0,"{""form_processed"": 1}"
Ansam Group,2,2,24732.3,106951.1,12366.2,12366.2,20390.4,20390.4,"{""authentication_required"": 2}"
ANYbotics,1,1,4265.2,4265.2,4265.2,4265.2,4265.2,4265.2,"{""form_processed"": 1}"
Arina,1,1,11768.8,11768.8,11768.8,11768.8,11768.8,11768.8,"{""no_application_form"": 1}"
AutoForm,2,2,22729.2,13265.4,11364.6,11364.6,13249.9,13249.9,"{""form_processed"": 2}"
Baker Hughes,1,1,203.9,203.9,203.9,203.9,203.9,203.9,"{""skipped_by_metadata"": 1}"
BCG,4,4,183857.7,69517.8,45964.4,45794.2,69377.6,69377.6,"{""no_application_form"": 2, ""workflow_failed"": 2}"
BKW,1,1,20345.7,20345.6,20345.7,20345.7,20345.7,20345.7,"{""form_processed"": 1}"
Brack,1,1,13241.6,13241.6,13241.6,13241.6,13241.6,13241.6,"{""form_processed"": 1}"
BS-Team,3,3,41920.4,60195.7,13973.5,9276.5,25228.0,25228.0,"{""form_processed"": 2, ""workflow_failed"": 1}"
Bundesverwaltung,4,4,71490.5,124884.8,17872.6,18321.3,25344.5,25344.5,"{""authentication_required"": 1, ""workflow_failed"": 3}"
Crypto Finance AG,2,2,14771.6,23287.6,7385.8,7385.8,8984.5,8984.5,"{""form_processed"": 2}"
CSS,2,2,33720.2,42837.0,16860.1,16860.1,23936.1,23936.1,"{""form_processed"": 1, ""workflow_failed"": 1}"
DeepJudge,1,1,25228.7,25228.7,25228.7,25228.7,25228.7,25228.7,"{""workflow_failed"": 1}"
Destinus,1,1,8919.2,8919.2,8919.2,8919.2,8919.2,8919.2,"{""form_processed"": 1}"
