company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,38907.7,38907.7,38907.7,38907.7,38907.7,38907.7,"{""form_processed"": 1}"
Advertima Vision,1,1,7452.4,7452.4,7452.4,7452.4,7452.4,7452.4,"{""form_processed"": 1}"
aity AG,2,2,58596.1,39134.0,29298.0,29298.0,38945.1,38945.1,"{""form_processed"": 2}"
Alohi,1,1,9570.4,9570.4,9570.4,9570.4,9570.4,9570.4,"{""form_processed"": 1}"
Ansam Group,2,2,31888.8,155714.8,15944.4,15944.4,24534.2,24534.2,"{""authentication_required"": 2}"
ANYbotics,1,1,14647.7,14647.6,14647.7,14647.7,14647.7,14647.7,"{""form_processed"": 1}"
Arina,1,1,17246.4,17246.4,17246.4,17246.4,17246.4,17246.4,"{""no_application_form"": 1}"
AutoForm,2,2,41401.4,23953.5,20700.7,20700.7,23953.4,23953.4,"{""form_processed"": 2}"
Baker Hughes,1,1,62.4,62.4,62.4,62.4,62.4,62.4,"{""skipped_by_metadata"": 1}"
BCG,4,4,105564.9,29107.9,26391.2,26137.3,27162.2,27162.2,"{""no_application_form"": 4}"
BKW,1,1,41155.9,41156.0,41155.9,41155.9,41155.9,41155.9,"{""workflow_failed"": 1}"
Brack,1,1,33355.4,33355.4,33355.4,33355.4,33355.4,33355.4,"{""form_processed"": 1}"
BS-Team,3,3,75479.3,99878.3,25159.8,25096.0,25305.8,25305.8,"{""form_processed"": 1, ""workflow_failed"": 2}"
Bundesverwaltung,4,4,109839.0,202246.9,27459.8,23692.6,41092.2,41092.2,"{""authentication_required"": 1, ""workflow_failed"": 3}"
Crypto Finance AG,2,2,23449.3,47651.2,11724.7,11724.7,12751.1,12751.1,"{""no_application_form"": 2}"
CSS,2,2,62492.3,71798.7,31246.2,31246.2,41835.4,41835.4,"{""form_processed"": 1, ""workflow_failed"": 1}"
DeepJudge,1,1,23316.8,23316.8,23316.8,23316.8,23316.8,23316.8,"{""form_processed"": 1}"
Destinus,1,1,12253.4,12253.4,12253.4,12253.4,12253.4,12253.4,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,14650.8,14650.8,14650.8,14650.8,14650.8,14650.8,"{""no_application_form"": 1}"
EPAM,1,1,27824.1,27824.1,27824.1,27824.1,27824.1,27824.1,"{""no_application_form"": 1}"
Eraneos,5,5,310.0,32337.1,62.0,62.4,62.7,62.7,"{""skipped_by_metadata"": 5}"
Expleo,2,2,320.1,321.7,160.1,160.1,259.0,259.0,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,17727.2,17727.2,17727.2,17727.2,17727.2,17727.2,"{""form_processed"": 1}"
finnova,2,2,89216.2,81880.2,44608.1,44608.1,48121.1,48121.1,"{""workflow_failed"": 2}"
Harmattan AI,1,1,9738.6,9738.6,9738.6,9738.6,9738.6,9738.6,"{""form_processed"": 1}"
Hoshii AG,1,1,17411.1,17411.2,17411.1,17411.1,17411.1,17411.1,"{""no_application_form"": 1}"
Julius Bär,2,2,121.9,91921.5,61.0,61.0,61.0,61.0,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,1,32098.8,32098.8,32098.8,32098.8,32098.8,32098.8,"{""workflow_failed"": 1}"
Kanton Luzern,3,3,59808.3,44879.9,19936.1,27807.2,27823.5,27823.5,"{""form_processed"": 3}"
Meier Tobler,1,1,28824.5,28824.5,28824.5,28824.5,28824.5,28824.5,"{""workflow_failed"": 1}"
Mettler Toledo,1,1,35433.0,35433.1,35433.0,35433.0,35433.0,35433.0,"{""no_application_form"": 1}"
Microservice Solutions,1,1,46459.6,46459.6,46459.6,46459.6,46459.6,46459.6,"{""no_application_form"": 1}"
Microsoft,1,1,25068.8,25068.8,25068.8,25068.8,25068.8,25068.8,"{""workflow_failed"": 1}"
Mimic,2,2,35887.4,125482.4,17943.7,17943.7,25078.5,25078.5,"{""form_processed"": 1, ""workflow_failed"": 1}"
Monolithic Power Systems,1,1,62.2,62.1,62.2,62.2,62.2,62.2,"{""skipped_by_metadata"": 1}"
MSC Cruises,2,2,137352.8,97250.6,68676.4,68676.4,97250.6,97250.6,"{""workflow_failed"": 2}"
NVIDIA,1,1,25292.0,25292.1,25292.0,25292.0,25292.0,25292.0,"{""workflow_failed"": 1}"
NZZ,1,1,27840.5,27840.5,27840.5,27840.5,27840.5,27840.5,"{""form_processed"": 1}"
ONLU AG,1,1,25305.9,25305.9,25305.9,25305.9,25305.9,25305.9,"{""form_processed"": 1}"
Pax,1,1,20988.2,20988.3,20988.2,20988.2,20988.2,20988.2,"{""form_processed"": 1}"
Richemont,1,1,15663.8,15663.8,15663.8,15663.8,15663.8,15663.8,"{""no_application_form"": 1}"
Rivia,1,1,25065.5,25065.5,25065.5,25065.5,25065.5,25065.5,"{""workflow_failed"": 1}"
Roche,1,1,257.8,257.8,257.8,257.8,257.8,257.8,"{""skipped_by_metadata"": 1}"
RUAG,5,5,145006.1,121344.6,29001.2,40699.5,40745.7,40745.7,"{""form_processed"": 5}"
Salesforce,7,7,430.2,81141.1,61.5,61.4,63.1,63.1,"{""skipped_by_metadata"": 7}"
SonarSource,2,2,40654.7,40467.1,20327.3,20327.3,31206.8,31206.8,"{""form_processed"": 2}"
Thomson Reuters,1,1,60.8,60.8,60.8,60.8,60.8,60.8,"{""skipped_by_metadata"": 1}"
ti&m,8,8,191125.5,110407.0,23890.7,21623.8,38498.5,38498.5,"{""no_application_form"": 5, ""workflow_failed"": 3}"
Universitätsspital Zürich,1,1,25070.6,25070.6,25070.6,25070.6,25070.6,25070.6,"{""workflow_failed"": 1}"
Vaudoise,2,2,32197.8,48742.8,16098.9,16098.9,24706.5,24706.5,"{""form_processed"": 2}"
vlot,1,1,41448.0,41448.0,41448.0,41448.0,41448.0,41448.0,"{""no_application_form"": 1}"
Wavestone,2,2,71341.8,49405.7,35670.9,35670.9,43958.9,43958.9,"{""form_processed"": 2}"
Zürcher Kantonalbank,4,4,48962.7,103770.8,12240.7,10669.4,20941.3,20941.3,"{""form_processed"": 4}"
