company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,20734.6,20734.7,20734.6,20734.6,20734.6,20734.6,"{""form_processed"": 1}"
Advertima Vision,1,1,2995.7,2995.7,2995.7,2995.7,2995.7,2995.7,"{""form_processed"": 1}"
aity AG,2,2,27039.5,18902.9,13519.8,13519.8,18871.5,18871.5,"{""form_processed"": 2}"
Alohi,1,1,3066.1,3066.1,3066.1,3066.1,3066.1,3066.1,"{""form_processed"": 1}"
Ansam Group,2,2,121.3,112092.1,60.6,60.6,60.9,60.9,"{""skipped_by_skill"": 2}"
ANYbotics,1,1,11186.4,11186.4,11186.4,11186.4,11186.4,11186.4,"{""form_processed"": 1}"
Arina,1,1,16149.2,16149.1,16149.2,16149.2,16149.2,16149.2,"{""no_application_form"": 1}"
AutoForm,2,2,19327.3,10380.2,9663.6,9663.6,10380.3,10380.3,"{""form_processed"": 2}"
Baker Hughes,1,1,61.9,61.9,61.9,61.9,61.9,61.9,"{""skipped_by_metadata"": 1}"
BCG,4,4,107721.3,33388.5,26930.3,26723.3,28149.5,28149.5,"{""no_application_form"": 4}"
BKW,1,1,26562.3,26562.3,26562.3,26562.3,26562.3,26562.3,"{""form_processed"": 1}"
Brack,1,1,27418.1,27418.2,27418.1,27418.1,27418.1,27418.1,"{""form_processed"": 1}"
BS-Team,3,3,68917.5,77339.4,22972.5,24060.1,25093.8,25093.8,"{""form_processed"": 2, ""workflow_failed"": 1}"
Bundesverwaltung,4,4,89461.3,148907.9,22365.3,19286.3,38231.6,38231.6,"{""authentication_required"": 1, ""workflow_failed"": 3}"
Crypto Finance AG,2,2,10413.4,36386.2,5206.7,5206.7,7137.4,7137.4,"{""form_processed"": 1, ""no_application_form"": 1}"
CSS,2,2,50613.4,54009.9,25306.7,25306.7,37872.7,37872.7,"{""form_processed"": 2}"
DeepJudge,1,1,7806.5,7806.5,7806.5,7806.5,7806.5,7806.5,"{""form_processed"": 1}"
Destinus,1,1,9825.0,9825.1,9825.0,9825.0,9825.0,9825.0,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,15500.7,15500.8,15500.7,15500.7,15500.7,15500.7,"{""form_processed"": 1}"
EPAM,1,1,15117.8,15117.8,15117.8,15117.8,15117.8,15117.8,"{""no_application_form"": 1}"
Eraneos,5,5,306.3,33701.1,61.3,61.3,62.1,62.1,"{""skipped_by_metadata"": 5}"
Expleo,2,2,2582.4,2583.5,1291.2,1291.2,2520.3,2520.3,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,11700.9,11700.9,11700.9,11700.9,11700.9,11700.9,"{""form_processed"": 1}"
finnova,2,2,42711.4,38871.9,21355.7,21355.7,25848.8,25848.8,"{""no_application_form"": 2}"
Harmattan AI,1,1,7218.6,7218.6,7218.6,7218.6,7218.6,7218.6,"{""form_processed"": 1}"
Hoshii AG,1,1,11320.1,11320.1,11320.1,11320.1,11320.1,11320.1,"{""no_application_form"": 1}"
Julius Bär,2,2,121.5,73795.0,60.8,60.8,61.8,61.8,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,1,15022.9,15022.8,15022.9,15022.9,15022.9,15022.9,"{""form_processed"": 1}"
Kanton Luzern,3,3,51717.0,32839.1,17239.0,24313.4,24467.7,24467.7,"{""form_processed"": 3}"
Meier Tobler,1,1,31112.0,31112.0,31112.0,31112.0,31112.0,31112.0,"{""workflow_failed"": 1}"
Mettler Toledo,1,1,21088.7,21088.7,21088.7,21088.7,21088.7,21088.7,"{""no_application_form"": 1}"
