company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,6330.4,6330.4,6330.4,6330.4,6330.4,6330.4,"{""form_processed"": 1}"
Advertima Vision,1,1,2965.6,2965.6,2965.6,2965.6,2965.6,2965.6,"{""form_processed"": 1}"
aity AG,2,1,12944.5,12958.6,6472.2,6472.2,6619.8,6619.8,"{""form_processed"": 1, ""workflow_failed"": 1}"
Alohi,1,1,1760.0,1760.1,1760.0,1760.0,1760.0,1760.0,"{""form_processed"": 1}"
Ansam Group,2,2,5488.3,65284.2,2744.2,2744.2,3276.8,3276.8,"{""authentication_required"": 2}"
ANYbotics,1,1,6005.5,6005.5,6005.5,6005.5,6005.5,6005.5,"{""form_processed"": 1}"
Arina,1,1,9013.6,9013.6,9013.6,9013.6,9013.6,9013.6,"{""no_application_form"": 1}"
AutoForm,2,2,8482.3,4517.5,4241.1,4241.1,4517.5,4517.5,"{""form_processed"": 2}"
Baker Hughes,1,1,204.9,204.9,204.9,204.9,204.9,204.9,"{""skipped_by_metadata"": 1}"
BCG,4,4,128456.4,40818.1,32114.1,40669.3,40803.2,40803.2,"{""no_application_form"": 1, ""workflow_failed"": 3}"
BKW,1,0,13859.7,13859.6,13859.7,13859.7,13859.7,13859.7,"{""workflow_failed"": 1}"
Brack,1,1,6329.8,6329.8,6329.8,6329.8,6329.8,6329.8,"{""form_processed"": 1}"
BS-Team,3,3,17288.8,30946.4,5762.9,3900.1,10074.6,10074.6,"{""form_processed"": 3}"
Bundesverwaltung,4,3,31986.9,77907.1,7996.7,7123.0,13341.7,13341.7,"{""authentication_required"": 3, ""workflow_failed"": 1}"
Crypto Finance AG,2,2,14908.3,14910.2,7454.1,7454.1,9678.3,9678.3,"{""form_processed"": 2}"
CSS,2,2,19617.4,24538.4,9808.7,9808.7,9859.4,9859.4,"{""form_processed"": 2}"
DeepJudge,1,1,2835.7,2835.7,2835.7,2835.7,2835.7,2835.7,"{""form_processed"": 1}"
Destinus,1,1,8110.8,8110.8,8110.8,8110.8,8110.8,8110.8,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,9860.5,9860.5,9860.5,9860.5,9860.5,9860.5,"{""form_processed"": 1}"
EPAM,1,1,8924.0,8924.0,8924.0,8924.0,8924.0,8924.0,"{""form_processed"": 1}"
Eraneos,5,5,1041.0,17169.6,208.2,214.8,216.8,216.8,"{""skipped_by_metadata"": 5}"
Expleo,2,2,606.1,607.8,303.1,303.1,394.1,394.1,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,2890.9,2891.0,2890.9,2890.9,2890.9,2890.9,"{""form_processed"": 1}"
finnova,2,1,24080.7,29078.3,12040.3,12040.3,16113.3,16113.3,"{""no_application_form"": 1, ""workflow_failed"": 1}"
Harmattan AI,1,1,2170.1,2170.1,2170.1,2170.1,2170.1,2170.1,"{""form_processed"": 1}"
Hoshii AG,1,1,10113.5,10113.5,10113.5,10113.5,10113.5,10113.5,"{""no_application_form"": 1}"
Julius Bär,2,2,417.9,36109.4,208.9,208.9,211.7,211.7,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,0,8310.6,8310.7,8310.6,8310.6,8310.6,8310.6,"{""workflow_failed"": 1}"
Kanton Luzern,3,3,17030.3,12041.7,5676.8,7291.7,7457.2,7457.2,"{""form_processed"": 3}"
Meier Tobler,1,1,16634.6,16634.6,16634.6,16634.6,16634.6,16634.6,"{""no_application_form"": 1}"
Mettler Toledo,1,0,8090.7,8090.7,8090.7,8090.7,8090.7,8090.7,"{""workflow_failed"": 1}"
Microservice Solutions,1,1,19679.3,19679.3,19679.3,19679.3,19679.3,19679.3,"{""no_application_form"": 1}"
Microsoft,1,1,9762.6,9762.6,9762.6,9762.6,9762.6,9762.6,"{""no_application_form"": 1}"
Mimic,2,2,18997.5,54195.0,9498.8,9498.8,10861.8,10861.8,"{""form_processed"": 2}"
