company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,7645.7,7645.7,7645.7,7645.7,7645.7,7645.7,"{""form_processed"": 1}"
Advertima Vision,1,1,1980.0,1980.0,1980.0,1980.0,1980.0,1980.0,"{""form_processed"": 1}"
aity AG,2,2,10398.1,8388.6,5199.0,5199.0,6157.2,6157.2,"{""form_processed"": 2}"
Alohi,1,1,2098.5,2098.5,2098.5,2098.5,2098.5,2098.5,"{""form_processed"": 1}"
Ansam Group,2,2,7557.5,55019.2,3778.8,3778.8,5599.7,5599.7,"{""authentication_required"": 2}"
ANYbotics,1,1,3368.8,3368.8,3368.8,3368.8,3368.8,3368.8,"{""form_processed"": 1}"
Arina,1,1,9026.6,9026.6,9026.6,9026.6,9026.6,9026.6,"{""no_application_form"": 1}"
AutoForm,2,2,7301.6,7303.0,3650.8,3650.8,4647.8,4647.8,"{""form_processed"": 2}"
Baker Hughes,1,1,217.9,217.9,217.9,217.9,217.9,217.9,"{""skipped_by_metadata"": 1}"
BCG,4,4,37199.3,10523.6,9299.8,8918.5,10523.6,10523.6,"{""no_application_form"": 4}"
BKW,1,1,13607.9,13607.9,13607.9,13607.9,13607.9,13607.9,"{""form_processed"": 1}"
Brack,1,1,9130.5,9130.5,9130.5,9130.5,9130.5,9130.5,"{""form_processed"": 1}"
BS-Team,3,3,19526.3,30369.2,6508.8,3780.1,11994.8,11994.8,"{""form_processed"": 3}"
Bundesverwaltung,4,4,41872.3,65113.2,10468.1,6287.9,24639.5,24639.5,"{""authentication_required"": 4}"
Crypto Finance AG,2,2,13530.5,18557.0,6765.2,6765.2,7301.7,7301.7,"{""form_processed"": 2}"
CSS,2,2,23802.1,28004.1,11901.0,11901.0,15861.0,15861.0,"{""form_processed"": 2}"
DeepJudge,1,1,4692.1,4692.1,4692.1,4692.1,4692.1,4692.1,"{""form_processed"": 1}"
Destinus,1,1,6865.0,6865.0,6865.0,6865.0,6865.0,6865.0,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,7127.5,7127.5,7127.5,7127.5,7127.5,7127.5,"{""form_processed"": 1}"
