company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,0,49.2,49.2,49.2,49.2,49.2,49.2,"{""workflow_failed"": 1}"
Advertima Vision,1,0,63.6,63.6,63.6,63.6,63.6,63.6,"{""workflow_failed"": 1}"
aity AG,2,0,100.7,106.8,50.4,50.4,52.0,52.0,"{""workflow_failed"": 2}"
Alohi,1,0,49.9,49.8,49.9,49.9,49.9,49.9,"{""workflow_failed"": 1}"
Ansam Group,2,1,2995.8,34841.4,1497.9,1497.9,2939.6,2939.6,"{""authentication_required"": 1, ""workflow_failed"": 1}"
ANYbotics,1,0,48.8,48.8,48.8,48.8,48.8,48.8,"{""workflow_failed"": 1}"
Arina,1,0,54.7,54.8,54.7,54.7,54.7,54.7,"{""workflow_failed"": 1}"
AutoForm,2,2,8789.4,5336.7,4394.7,4394.7,5336.7,5336.7,"{""form_processed"": 2}"
Baker Hughes,1,1,217.9,217.9,217.9,217.9,217.9,217.9,"{""skipped_by_metadata"": 1}"
BCG,4,0,73116.3,25756.2,18279.1,16112.2,25015.6,25015.6,"{""workflow_failed"": 4}"
BKW,1,0,50.5,50.5,50.5,50.5,50.5,50.5,"{""workflow_failed"": 1}"
Brack,1,1,7234.5,7234.5,7234.5,7234.5,7234.5,7234.5,"{""form_processed"": 1}"
BS-Team,3,1,10846.6,28148.0,3615.5,52.8,10743.7,10743.7,"{""form_processed"": 1, ""workflow_failed"": 2}"
Bundesverwaltung,4,3,28936.8,40325.0,7234.2,5776.8,17329.7,17329.7,"{""authentication_required"": 3, ""workflow_failed"": 1}"
Crypto Finance AG,2,1,14473.9,18707.4,7237.0,7237.0,8214.7,8214.7,"{""form_processed"": 1, ""workflow_failed"": 1}"
CSS,2,2,20134.3,25800.2,10067.1,10067.1,10522.4,10522.4,"{""form_processed"": 2}"
DeepJudge,1,1,2771.9,2771.9,2771.9,2771.9,2771.9,2771.9,"{""form_processed"": 1}"
Destinus,1,0,49.9,49.9,49.9,49.9,49.9,49.9,"{""workflow_failed"": 1}"
Digital Wave Finance AG,1,1,6037.9,6038.0,6037.9,6037.9,6037.9,6037.9,"{""form_processed"": 1}"
EPAM,1,1,10087.2,10087.2,10087.2,10087.2,10087.2,10087.2,"{""no_application_form"": 1}"
Eraneos,5,3,664.1,16436.1,132.8,204.7,218.1,218.1,"{""skipped_by_metadata"": 5}"
Expleo,2,2,613.3,614.9,306.6,306.6,395.0,395.0,"{""skipped_by_metadata"": 2}"
