company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,11161.9,11161.9,11161.9,11161.9,11161.9,11161.9,"{""form_processed"": 1}"
Advertima Vision,1,1,19188.1,19188.1,19188.1,19188.1,19188.1,19188.1,"{""form_processed"": 1}"
aity AG,2,2,24835.3,19327.6,12417.6,12417.6,18787.6,18787.6,"{""form_processed"": 2}"
Alohi,1,1,3902.3,3902.3,3902.3,3902.3,3902.3,3902.3,"{""form_processed"": 1}"
Ansam Group,2,2,18829.9,93970.5,9415.0,9415.0,11573.1,11573.1,"{""authentication_required"": 2}"
ANYbotics,1,1,3411.6,3411.6,3411.6,3411.6,3411.6,3411.6,"{""form_processed"": 1}"
Arina,1,1,12532.5,12532.5,12532.5,12532.5,12532.5,12532.5,"{""no_application_form"": 1}"
AutoForm,2,2,16788.2,8463.8,8394.1,8394.1,8448.1,8448.1,"{""form_processed"": 2}"
Baker Hughes,1,1,215.2,215.2,215.2,215.2,215.2,215.2,"{""skipped_by_metadata"": 1}"
BCG,4,4,105168.9,29605.7,26292.2,26288.5,26309.3,26309.3,"{""no_application_form"": 4}"
BKW,1,1,38599.5,38599.6,38599.5,38599.5,38599.5,38599.5,"{""form_processed"": 1}"
Brack,1,1,12669.2,12669.2,12669.2,12669.2,12669.2,12669.2,"{""form_processed"": 1}"
BS-Team,3,3,34656.0,51609.2,11552.0,4901.9,25448.1,25448.1,"{""form_processed"": 3}"
Bundesverwaltung,4,4,65167.3,110024.1,16291.8,15447.8,22718.8,22718.8,"{""authentication_required"": 2, ""workflow_failed"": 2}"
Crypto Finance AG,2,2,29614.0,34769.6,14807.0,14807.0,19175.9,19175.9,"{""form_processed"": 2}"
CSS,2,2,24958.3,34006.6,12479.1,12479.1,17717.8,17717.8,"{""form_processed"": 2}"
DeepJudge,1,1,10746.6,10746.5,10746.6,10746.6,10746.6,10746.6,"{""form_processed"": 1}"
Destinus,1,1,7893.6,7893.6,7893.6,7893.6,7893.6,7893.6,"{""form_processed"": 1}"
