company,attempts,successful_worker_attempts,sum_attempt_duration_ms,observed_span_ms,mean_attempt_ms,median_attempt_ms,p95_attempt_ms,max_attempt_ms,statuses
adesso,1,1,15252.4,15252.4,15252.4,15252.4,15252.4,15252.4,"{""form_processed"": 1}"
Advertima Vision,1,1,3059.4,3059.4,3059.4,3059.4,3059.4,3059.4,"{""form_processed"": 1}"
aity AG,2,2,16756.5,11343.0,8378.2,8378.2,11342.8,11342.8,"{""form_processed"": 2}"
Alohi,1,1,2453.4,2453.4,2453.4,2453.4,2453.4,2453.4,"{""form_processed"": 1}"
Ansam Group,2,2,10676.8,73241.3,5338.4,5338.4,6399.4,6399.4,"{""authentication_required"": 2}"
ANYbotics,1,1,5012.1,5012.1,5012.1,5012.1,5012.1,5012.1,"{""form_processed"": 1}"
Arina,1,1,10291.6,10291.7,10291.6,10291.6,10291.6,10291.6,"{""no_application_form"": 1}"
AutoForm,2,2,10951.7,7230.4,5475.9,5475.9,7230.2,7230.2,"{""form_processed"": 2}"
Baker Hughes,1,1,215.5,215.5,215.5,215.5,215.5,215.5,"{""skipped_by_metadata"": 1}"
BCG,4,4,32517.2,8314.7,8129.3,8125.4,8314.6,8314.6,"{""no_application_form"": 4}"
BKW,1,1,19491.2,19491.1,19491.2,19491.2,19491.2,19491.2,"{""form_processed"": 1}"
Brack,1,1,12868.3,12868.4,12868.3,12868.3,12868.3,12868.3,"{""form_processed"": 1}"
BS-Team,3,3,30093.3,34693.1,10031.1,4392.6,21713.7,21713.7,"{""form_processed"": 3}"
Bundesverwaltung,4,4,52344.2,86585.8,13086.1,10959.2,23799.2,23799.2,"{""authentication_required"": 3, ""workflow_failed"": 1}"
Crypto Finance AG,2,2,13986.1,19837.3,6993.1,6993.1,7873.8,7873.8,"{""form_processed"": 2}"
CSS,2,2,25499.1,33829.3,12749.5,12749.5,16443.7,16443.7,"{""form_processed"": 2}"
DeepJudge,1,1,13718.4,13718.4,13718.4,13718.4,13718.4,13718.4,"{""form_processed"": 1}"
Destinus,1,1,7053.4,7053.3,7053.4,7053.4,7053.4,7053.4,"{""form_processed"": 1}"
Digital Wave Finance AG,1,1,8084.7,8084.6,8084.7,8084.7,8084.7,8084.7,"{""form_processed"": 1}"
EPAM,1,1,9928.9,9929.0,9928.9,9928.9,9928.9,9928.9,"{""no_application_form"": 1}"
Eraneos,5,5,1064.2,12222.2,212.8,214.1,216.6,216.6,"{""skipped_by_metadata"": 5}"
Expleo,2,2,591.0,593.0,295.5,295.5,388.5,388.5,"{""skipped_by_metadata"": 2}"
Fincons Group,1,1,10232.5,10232.5,10232.5,10232.5,10232.5,10232.5,"{""form_processed"": 1}"
finnova,2,2,29921.3,34121.6,14960.7,14960.7,18500.7,18500.7,"{""no_application_form"": 2}"
Harmattan AI,1,1,5282.5,5282.5,5282.5,5282.5,5282.5,5282.5,"{""form_processed"": 1}"
Hoshii AG,1,1,12365.5,12365.5,12365.5,12365.5,12365.5,12365.5,"{""no_application_form"": 1}"
Julius Bär,2,2,432.1,37256.5,216.1,216.1,217.8,217.8,"{""skipped_by_metadata"": 2}"
Kanton Genf,1,1,8938.2,8938.2,8938.2,8938.2,8938.2,8938.2,"{""form_processed"": 1}"
Kanton Luzern,3,3,22760.3,19574.1,7586.8,9588.9,9604.7,9604.7,"{""form_processed"": 3}"
Meier Tobler,1,1,22899.3,22899.3,22899.3,22899.3,22899.3,22899.3,"{""no_application_form"": 1}"
Mettler Toledo,1,1,18484.8,18484.8,18484.8,18484.8,18484.8,18484.8,"{""no_application_form"": 1}"
Microservice Solutions,1,1,18880.5,18880.4,18880.5,18880.5,18880.5,18880.5,"{""no_application_form"": 1}"
Microsoft,1,1,21873.1,21873.1,21873.1,21873.1,21873.1,21873.1,"{""no_application_form"": 1}"
Mimic,2,2,28329.3,52604.2,14164.7,14164.7,23392.7,23392.7,"{""form_processed"": 2}"
Monolithic Power Systems,1,1,215.9,215.9,215.9,215.9,215.9,215.9,"{""skipped_by_metadata"": 1}"
MSC Cruises,2,2,90693.0,50431.1,45346.5,45346.5,50431.0,50431.0,"{""workflow_failed"": 2}"
NVIDIA,1,1,16333.8,16333.8,16333.8,16333.8,16333.8,16333.8,"{""no_application_form"": 1}"
NZZ,1,1,8921.0,8921.1,8921.0,8921.0,8921.0,8921.0,"{""form_processed"": 1}"
ONLU AG,1,1,14994.2,14994.2,14994.2,14994.2,14994.2,14994.2,"{""form_processed"": 1}"
Pax,1,1,5848.3,5848.4,5848.3,5848.3,5848.3,5848.3,"{""form_processed"": 1}"
Richemont,1,1,2970.4,2970.4,2970.4,2970.4,2970.4,2970.4,"{""no_application_form"": 1}"
Rivia,1,1,6536.0,6535.9,6536.0,6536.0,6536.0,6536.0,"{""form_processed"": 1}"
Roche,1,1,387.0,387.0,387.0,387.0,387.0,387.0,"{""skipped_by_metadata"": 1}"
RUAG,5,5,67852.9,52818.0,13570.6,18408.8,18596.1,18596.1,"{""form_processed"": 5}"
